mixture,n_samples,seed,classifier,delta,aapr,aaf1,aamass,auc_roc,fit_time_s
overlapping,500,456,XGBoost,0.25,0.1043,0.0819,0.0,1.0,0.0253
overlapping,500,456,XGBoost,0.3,0.1043,0.0819,0.0,1.0,0.0253
overlapping,500,789,LogisticRegression,0.05,0.3805,0.2989,0.04,0.9616,0.0036
overlapping,500,789,LogisticRegression,0.1,0.3805,0.2989,0.06,0.9616,0.0036
overlapping,500,789,LogisticRegression,0.15,0.3805,0.2989,0.09,0.9616,0.0036
overlapping,500,789,LogisticRegression,0.2,0.3805,0.2989,0.12,0.9616,0.0036
overlapping,500,789,LogisticRegression,0.25,0.3805,0.2989,0.13,0.9616,0.0036
overlapping,500,789,LogisticRegression,0.3,0.3805,0.2989,0.15,0.9616,0.0036
overlapping,500,789,RandomForest,0.05,0.3333,0.3034,0.0,1.0,0.0975
overlapping,500,789,RandomForest,0.1,0.3333,0.3034,0.0,1.0,0.0975
overlapping,500,789,RandomForest,0.15,0.3333,0.3034,0.0,1.0,0.0975
overlapping,500,789,RandomForest,0.2,0.3333,0.3034,0.0,1.0,0.0975
overlapping,500,789,RandomForest,0.25,0.3333,0.3034,0.0,1.0,0.0975
overlapping,500,789,RandomForest,0.3,0.3333,0.3034,0.0,1.0,0.0975
overlapping,500,789,XGBoost,0.05,0.0942,0.0738,0.0,1.0,0.0249
overlapping,500,789,XGBoost,0.1,0.0942,0.0738,0.0,1.0,0.0249
overlapping,500,789,XGBoost,0.15,0.0942,0.0738,0.0,1.0,0.0249
overlapping,500,789,XGBoost,0.2,0.0942,0.0738,0.0,1.0,0.0249
overlapping,500,789,XGBoost,0.25,0.0942,0.0738,0.0,1.0,0.0249
overlapping,500,789,XGBoost,0.3,0.0942,0.0738,0.0,1.0,0.0249
overlapping,500,1024,LogisticRegression,0.05,0.237,0.1809,0.02,0.9868,0.0036
overlapping,500,1024,LogisticRegression,0.1,0.237,0.1809,0.02,0.9868,0.0036
overlapping,500,1024,LogisticRegression,0.15,0.237,0.1809,0.03,0.9868,0.0036
overlapping,500,1024,LogisticRegression,0.2,0.237,0.1809,0.06,0.9868,0.0036
overlapping,500,1024,LogisticRegression,0.25,0.237,0.1809,0.07,0.9868,0.0036
overlapping,500,1024,LogisticRegression,0.3,0.237,0.1809,0.09,0.9868,0.0036
overlapping,500,1024,RandomForest,0.05,0.0552,0.0448,0.01,1.0,0.0981
overlapping,500,1024,RandomForest,0.1,0.0552,0.0448,0.01,1.0,0.0981
overlapping,500,1024,RandomForest,0.15,0.0552,0.0448,0.01,1.0,0.0981
overlapping,500,1024,RandomForest,0.2,0.0552,0.0448,0.01,1.0,0.0981
overlapping,500,1024,RandomForest,0.25,0.0552,0.0448,0.01,1.0,0.0981
overlapping,500,1024,RandomForest,0.3,0.0552,0.0448,0.01,1.0,0.0981
overlapping,500,1024,XGBoost,0.05,0.0582,0.0479,0.0,1.0,0.0249
overlapping,500,1024,XGBoost,0.1,0.0582,0.0479,0.01,1.0,0.0249
overlapping,500,1024,XGBoost,0.15,0.0582,0.0479,0.01,1.0,0.0249
overlapping,500,1024,XGBoost,0.2,0.0582,0.0479,0.01,1.0,0.0249
overlapping,500,1024,XGBoost,0.25,0.0582,0.0479,0.01,1.0,0.0249
overlapping,500,1024,XGBoost,0.3,0.0582,0.0479,0.01,1.0,0.0249
overlapping,1000,42,LogisticRegression,0.05,0.3068,0.2459,0.045,0.9821,0.0101
overlapping,1000,42,LogisticRegression,0.1,0.3068,0.2459,0.06,0.9821,0.0101
overlapping,1000,42,LogisticRegression,0.15,0.3068,0.2459,0.09,0.9821,0.0101
overlapping,1000,42,LogisticRegression,0.2,0.3068,0.2459,0.13,0.9821,0.0101
overlapping,1000,42,LogisticRegression,0.25,0.3068,0.2459,0.175,0.9821,0.0101
overlapping,1000,42,LogisticRegression,0.3,0.3068,0.2459,0.21,0.9821,0.0101
overlapping,1000,42,RandomForest,0.05,0.0206,0.0171,0.0,1.0,0.1066
overlapping,1000,42,RandomForest,0.1,0.0206,0.0171,0.0,1.0,0.1066
overlapping,1000,42,RandomForest,0.15,0.0206,0.0171,0.0,1.0,0.1066
overlapping,1000,42,RandomForest,0.2,0.0206,0.0171,0.0,1.0,0.1066
overlapping,1000,42,RandomForest,0.25,0.0206,0.0171,0.0,1.0,0.1066
overlapping,1000,42,RandomForest,0.3,0.0206,0.0171,0.0,1.0,0.1066
overlapping,1000,42,XGBoost,0.05,0.045,0.035,0.005,1.0,0.0204
overlapping,1000,42,XGBoost,0.1,0.045,0.035,0.005,1.0,0.0204
overlapping,1000,42,XGBoost,0.15,0.045,0.035,0.005,1.0,0.0204
overlapping,1000,42,XGBoost,0.2,0.045,0.035,0.005,1.0,0.0204
overlapping,1000,42,XGBoost,0.25,0.045,0.035,0.005,1.0,0.0204
overlapping,1000,42,XGBoost,0.3,0.045,0.035,0.005,1.0,0.0204
overlapping,1000,123,LogisticRegression,0.05,0.2998,0.2381,0.02,0.9851,0.004
overlapping,1000,123,LogisticRegression,0.1,0.2998,0.2381,0.055,0.9851,0.004
overlapping,1000,123,LogisticRegression,0.15,0.2998,0.2381,0.08,0.9851,0.004
overlapping,1000,123,LogisticRegression,0.2,0.2998,0.2381,0.155,0.9851,0.004
overlapping,1000,123,LogisticRegression,0.25,0.2998,0.2381,0.185,0.9851,0.004
overlapping,1000,123,LogisticRegression,0.3,0.2998,0.2381,0.23,0.9851,0.004
overlapping,1000,123,RandomForest,0.05,0.0099,0.0076,0.0,1.0,0.1096
overlapping,1000,123,RandomForest,0.1,0.0099,0.0076,0.0,1.0,0.1096
overlapping,1000,123,RandomForest,0.15,0.0099,0.0076,0.0,1.0,0.1096
overlapping,1000,123,RandomForest,0.2,0.0099,0.0076,0.0,1.0,0.1096
overlapping,1000,123,RandomForest,0.25,0.0099,0.0076,0.0,1.0,0.1096
overlapping,1000,123,RandomForest,0.3,0.0099,0.0076,0.0,1.0,0.1096
overlapping,1000,123,XGBoost,0.05,0.0422,0.0324,0.0,1.0,0.0213
overlapping,1000,123,XGBoost,0.1,0.0422,0.0324,0.0,1.0,0.0213
overlapping,1000,123,XGBoost,0.15,0.0422,0.0324,0.0,1.0,0.0213
overlapping,1000,123,XGBoost,0.2,0.0422,0.0324,0.0,1.0,0.0213
overlapping,1000,123,XGBoost,0.25,0.0422,0.0324,0.0,1.0,0.0213
overlapping,1000,123,XGBoost,0.3,0.0422,0.0324,0.0,1.0,0.0213
overlapping,1000,456,LogisticRegression,0.05,0.3222,0.2521,0.015,0.971,0.0055
overlapping,1000,456,LogisticRegression,0.1,0.3222,0.2521,0.045,0.971,0.0055
overlapping,1000,456,LogisticRegression,0.15,0.3222,0.2521,0.075,0.971,0.0055
overlapping,1000,456,LogisticRegression,0.2,0.3222,0.2521,0.105,0.971,0.0055
overlapping,1000,456,LogisticRegression,0.25,0.3222,0.2521,0.155,0.971,0.0055
overlapping,1000,456,LogisticRegression,0.3,0.3222,0.2521,0.18,0.971,0.0055
overlapping,1000,456,RandomForest,0.05,0.1799,0.1623,0.005,1.0,0.0981
overlapping,1000,456,RandomForest,0.1,0.1799,0.1623,0.005,1.0,0.0981
overlapping,1000,456,RandomForest,0.15,0.1799,0.1623,0.005,1.0,0.0981
overlapping,1000,456,RandomForest,0.2,0.1799,0.1623,0.005,1.0,0.0981
overlapping,1000,456,RandomForest,0.25,0.1799,0.1623,0.005,1.0,0.0981
overlapping,1000,456,RandomForest,0.3,0.1799,0.1623,0.005,1.0,0.0981
overlapping,1000,456,XGBoost,0.05,0.0459,0.0356,0.0,1.0,0.0229
overlapping,1000,456,XGBoost,0.1,0.0459,0.0356,0.0,1.0,0.0229
overlapping,1000,456,XGBoost,0.15,0.0459,0.0356,0.0,1.0,0.0229
overlapping,1000,456,XGBoost,0.2,0.0459,0.0356,0.005,1.0,0.0229
overlapping,1000,456,XGBoost,0.25,0.0459,0.0356,0.005,1.0,0.0229
overlapping,1000,456,XGBoost,0.3,0.0459,0.0356,0.005,1.0,0.0229
overlapping,1000,789,LogisticRegression,0.05,0.2463,0.1903,0.015,0.984,0.0055
overlapping,1000,789,LogisticRegression,0.1,0.2463,0.1903,0.03,0.984,0.0055
overlapping,1000,789,LogisticRegression,0.15,0.2463,0.1903,0.05,0.984,0.0055
overlapping,1000,789,LogisticRegression,0.2,0.2463,0.1903,0.07,0.984,0.0055
overlapping,1000,789,LogisticRegression,0.25,0.2463,0.1903,0.08,0.984,0.0055
overlapping,1000,789,LogisticRegression,0.3,0.2463,0.1903,0.13,0.984,0.0055
overlapping,1000,789,RandomForest,0.05,0.3333,0.3034,0.0,1.0,0.0903
overlapping,1000,789,RandomForest,0.1,0.3333,0.3034,0.0,1.0,0.0903
overlapping,1000,789,RandomForest,0.15,0.3333,0.3034,0.0,1.0,0.0903
overlapping,1000,789,RandomForest,0.2,0.3333,0.3034,0.0,1.0,0.0903
overlapping,1000,789,RandomForest,0.25,0.3333,0.3034,0.0,1.0,0.0903
overlapping,1000,789,RandomForest,0.3,0.3333,0.3034,0.0,1.0,0.0903
overlapping,1000,789,XGBoost,0.05,0.044,0.034,0.0,1.0,0.0273
overlapping,1000,789,XGBoost,0.1,0.044,0.034,0.0,1.0,0.0273
overlapping,1000,789,XGBoost,0.15,0.044,0.034,0.0,1.0,0.0273
overlapping,1000,789,XGBoost,0.2,0.044,0.034,0.0,1.0,0.0273
overlapping,1000,789,XGBoost,0.25,0.044,0.034,0.0,1.0,0.0273
overlapping,1000,789,XGBoost,0.3,0.044,0.034,0.0,1.0,0.0273
overlapping,1000,1024,LogisticRegression,0.05,0.3068,0.241,0.015,0.9764,0.0071
overlapping,1000,1024,LogisticRegression,0.1,0.3068,0.241,0.04,0.9764,0.0071
overlapping,1000,1024,LogisticRegression,0.15,0.3068,0.241,0.06,0.9764,0.0071
overlapping,1000,1024,LogisticRegression,0.2,0.3068,0.241,0.09,0.9764,0.0071
overlapping,1000,1024,LogisticRegression,0.25,0.3068,0.241,0.145,0.9764,0.0071
overlapping,1000,1024,LogisticRegression,0.3,0.3068,0.241,0.19,0.9764,0.0071
overlapping,1000,1024,RandomForest,0.05,0.1831,0.1645,0.01,1.0,0.0987
overlapping,1000,1024,RandomForest,0.1,0.1831,0.1645,0.01,1.0,0.0987
overlapping,1000,1024,RandomForest,0.15,0.1831,0.1645,0.01,1.0,0.0987
overlapping,1000,1024,RandomForest,0.2,0.1831,0.1645,0.01,1.0,0.0987
overlapping,1000,1024,RandomForest,0.25,0.1831,0.1645,0.01,1.0,0.0987
overlapping,1000,1024,RandomForest,0.3,0.1831,0.1645,0.01,1.0,0.0987
overlapping,1000,1024,XGBoost,0.05,0.0432,0.034,0.0,0.9999,0.0234
overlapping,1000,1024,XGBoost,0.1,0.0432,0.034,0.0,0.9999,0.0234
overlapping,1000,1024,XGBoost,0.15,0.0432,0.034,0.01,0.9999,0.0234
overlapping,1000,1024,XGBoost,0.2,0.0432,0.034,0.01,0.9999,0.0234
overlapping,1000,1024,XGBoost,0.25,0.0432,0.034,0.01,0.9999,0.0234
overlapping,1000,1024,XGBoost,0.3,0.0432,0.034,0.01,0.9999,0.0234
overlapping,5000,42,LogisticRegression,0.05,0.2489,0.1898,0.02,0.9819,0.0077
overlapping,5000,42,LogisticRegression,0.1,0.2489,0.1898,0.035,0.9819,0.0077
overlapping,5000,42,LogisticRegression,0.15,0.2489,0.1898,0.053,0.9819,0.0077
overlapping,5000,42,LogisticRegression,0.2,0.2489,0.1898,0.078,0.9819,0.0077
overlapping,5000,42,LogisticRegression,0.25,0.2489,0.1898,0.104,0.9819,0.0077
overlapping,5000,42,LogisticRegression,0.3,0.2489,0.1898,0.14,0.9819,0.0077
overlapping,5000,42,RandomForest,0.05,0.0625,0.0563,0.001,1.0,0.1589
overlapping,5000,42,RandomForest,0.1,0.0625,0.0563,0.001,1.0,0.1589
overlapping,5000,42,RandomForest,0.15,0.0625,0.0563,0.001,1.0,0.1589
overlapping,5000,42,RandomForest,0.2,0.0625,0.0563,0.001,1.0,0.1589
overlapping,5000,42,RandomForest,0.25,0.0625,0.0563,0.001,1.0,0.1589
overlapping,5000,42,RandomForest,0.3,0.0625,0.0563,0.001,1.0,0.1589
overlapping,5000,42,XGBoost,0.05,0.0277,0.0201,0.0,1.0,0.0486
overlapping,5000,42,XGBoost,0.1,0.0277,0.0201,0.007,1.0,0.0486
overlapping,5000,42,XGBoost,0.15,0.0277,0.0201,0.007,1.0,0.0486
overlapping,5000,42,XGBoost,0.2,0.0277,0.0201,0.007,1.0,0.0486
overlapping,5000,42,XGBoost,0.25,0.0277,0.0201,0.007,1.0,0.0486
overlapping,5000,42,XGBoost,0.3,0.0277,0.0201,0.007,1.0,0.0486
overlapping,5000,123,LogisticRegression,0.05,0.2353,0.1784,0.021,0.9861,0.0095
overlapping,5000,123,LogisticRegression,0.1,0.2353,0.1784,0.041,0.9861,0.0095
overlapping,5000,123,LogisticRegression,0.15,0.2353,0.1784,0.059,0.9861,0.0095
overlapping,5000,123,LogisticRegression,0.2,0.2353,0.1784,0.076,0.9861,0.0095
overlapping,5000,123,LogisticRegression,0.25,0.2353,0.1784,0.097,0.9861,0.0095
overlapping,5000,123,LogisticRegression,0.3,0.2353,0.1784,0.127,0.9861,0.0095
overlapping,5000,123,RandomForest,0.05,0.0053,0.0044,0.0,1.0,0.2931
overlapping,5000,123,RandomForest,0.1,0.0053,0.0044,0.0,1.0,0.2931
overlapping,5000,123,RandomForest,0.15,0.0053,0.0044,0.0,1.0,0.2931
overlapping,5000,123,RandomForest,0.2,0.0053,0.0044,0.0,1.0,0.2931
overlapping,5000,123,RandomForest,0.25,0.0053,0.0044,0.0,1.0,0.2931
overlapping,5000,123,RandomForest,0.3,0.0053,0.0044,0.001,1.0,0.2931
overlapping,5000,123,XGBoost,0.05,0.0061,0.0049,0.0,1.0,0.0414
overlapping,5000,123,XGBoost,0.1,0.0061,0.0049,0.0,1.0,0.0414
overlapping,5000,123,XGBoost,0.15,0.0061,0.0049,0.0,1.0,0.0414
overlapping,5000,123,XGBoost,0.2,0.0061,0.0049,0.0,1.0,0.0414
overlapping,5000,123,XGBoost,0.25,0.0061,0.0049,0.0,1.0,0.0414
overlapping,5000,123,XGBoost,0.3,0.0061,0.0049,0.0,1.0,0.0414
overlapping,5000,456,LogisticRegression,0.05,0.2365,0.1787,0.02,0.9837,0.0516
overlapping,5000,456,LogisticRegression,0.1,0.2365,0.1787,0.033,0.9837,0.0516
overlapping,5000,456,LogisticRegression,0.15,0.2365,0.1787,0.047,0.9837,0.0516
overlapping,5000,456,LogisticRegression,0.2,0.2365,0.1787,0.062,0.9837,0.0516
overlapping,5000,456,LogisticRegression,0.25,0.2365,0.1787,0.083,0.9837,0.0516
overlapping,5000,456,LogisticRegression,0.3,0.2365,0.1787,0.109,0.9837,0.0516
overlapping,5000,456,RandomForest,0.05,0.0177,0.0152,0.002,1.0,0.2179
overlapping,5000,456,RandomForest,0.1,0.0177,0.0152,0.002,1.0,0.2179
overlapping,5000,456,RandomForest,0.15,0.0177,0.0152,0.002,1.0,0.2179
overlapping,5000,456,RandomForest,0.2,0.0177,0.0152,0.002,1.0,0.2179
overlapping,5000,456,RandomForest,0.25,0.0177,0.0152,0.002,1.0,0.2179
overlapping,5000,456,RandomForest,0.3,0.0177,0.0152,0.003,1.0,0.2179
overlapping,5000,456,XGBoost,0.05,0.0359,0.0259,0.0,1.0,0.0575
overlapping,5000,456,XGBoost,0.1,0.0359,0.0259,0.0,1.0,0.0575
overlapping,5000,456,XGBoost,0.15,0.0359,0.0259,0.0,1.0,0.0575
overlapping,5000,456,XGBoost,0.2,0.0359,0.0259,0.0,1.0,0.0575
overlapping,5000,456,XGBoost,0.25,0.0359,0.0259,0.0,1.0,0.0575
overlapping,5000,456,XGBoost,0.3,0.0359,0.0259,0.0,1.0,0.0575
overlapping,5000,789,LogisticRegression,0.05,0.228,0.1713,0.021,0.9862,0.0071
overlapping,5000,789,LogisticRegression,0.1,0.228,0.1713,0.045,0.9862,0.0071
overlapping,5000,789,LogisticRegression,0.15,0.228,0.1713,0.057,0.9862,0.0071
overlapping,5000,789,LogisticRegression,0.2,0.228,0.1713,0.075,0.9862,0.0071
overlapping,5000,789,LogisticRegression,0.25,0.228,0.1713,0.101,0.9862,0.0071
overlapping,5000,789,LogisticRegression,0.3,0.228,0.1713,0.12,0.9862,0.0071
overlapping,5000,789,RandomForest,0.05,0.3267,0.2974,0.0,1.0,0.163
overlapping,5000,789,RandomForest,0.1,0.3267,0.2974,0.0,1.0,0.163
overlapping,5000,789,RandomForest,0.15,0.3267,0.2974,0.0,1.0,0.163
overlapping,5000,789,RandomForest,0.2,0.3267,0.2974,0.0,1.0,0.163
overlapping,5000,789,RandomForest,0.25,0.3267,0.2974,0.0,1.0,0.163
overlapping,5000,789,RandomForest,0.3,0.3267,0.2974,0.0,1.0,0.163
overlapping,5000,789,XGBoost,0.05,0.0434,0.0314,0.0,1.0,0.0568
overlapping,5000,789,XGBoost,0.1,0.0434,0.0314,0.0,1.0,0.0568
overlapping,5000,789,XGBoost,0.15,0.0434,0.0314,0.0,1.0,0.0568
overlapping,5000,789,XGBoost,0.2,0.0434,0.0314,0.0,1.0,0.0568
overlapping,5000,789,XGBoost,0.25,0.0434,0.0314,0.0,1.0,0.0568
overlapping,5000,789,XGBoost,0.3,0.0434,0.0314,0.0,1.0,0.0568
overlapping,5000,1024,LogisticRegression,0.05,0.26,0.1963,0.027,0.9784,0.0098
overlapping,5000,1024,LogisticRegression,0.1,0.26,0.1963,0.042,0.9784,0.0098
overlapping,5000,1024,LogisticRegression,0.15,0.26,0.1963,0.057,0.9784,0.0098
overlapping,5000,1024,LogisticRegression,0.2,0.26,0.1963,0.074,0.9784,0.0098
overlapping,5000,1024,LogisticRegression,0.25,0.26,0.1963,0.098,0.9784,0.0098
overlapping,5000,1024,LogisticRegression,0.3,0.26,0.1963,0.124,0.9784,0.0098
overlapping,5000,1024,RandomForest,0.05,0.0676,0.0605,0.002,1.0,0.1769
overlapping,5000,1024,RandomForest,0.1,0.0676,0.0605,0.002,1.0,0.1769
overlapping,5000,1024,RandomForest,0.15,0.0676,0.0605,0.002,1.0,0.1769
overlapping,5000,1024,RandomForest,0.2,0.0676,0.0605,0.002,1.0,0.1769
overlapping,5000,1024,RandomForest,0.25,0.0676,0.0605,0.002,1.0,0.1769
overlapping,5000,1024,RandomForest,0.3,0.0676,0.0605,0.002,1.0,0.1769
overlapping,5000,1024,XGBoost,0.05,0.0111,0.0086,0.0,1.0,0.0675
overlapping,5000,1024,XGBoost,0.1,0.0111,0.0086,0.0,1.0,0.0675
overlapping,5000,1024,XGBoost,0.15,0.0111,0.0086,0.0,1.0,0.0675
overlapping,5000,1024,XGBoost,0.2,0.0111,0.0086,0.0,1.0,0.0675
overlapping,5000,1024,XGBoost,0.25,0.0111,0.0086,0.0,1.0,0.0675
overlapping,5000,1024,XGBoost,0.3,0.0111,0.0086,0.0,1.0,0.0675
high_ambiguity,500,42,LogisticRegression,0.05,0.9604,1.0,0.33,0.6324,0.0031
high_ambiguity,500,42,LogisticRegression,0.1,0.9604,1.0,0.63,0.6324,0.0031
high_ambiguity,500,42,LogisticRegression,0.15,0.9604,1.0,0.81,0.6324,0.0031
high_ambiguity,500,42,LogisticRegression,0.2,0.9604,1.0,0.92,0.6324,0.0031
high_ambiguity,500,42,LogisticRegression,0.25,0.9604,1.0,0.99,0.6324,0.0031
high_ambiguity,500,42,LogisticRegression,0.3,0.9604,1.0,1.0,0.6324,0.0031
high_ambiguity,500,42,RandomForest,0.05,0.3333,0.3034,0.0,1.0,0.1114
high_ambiguity,500,42,RandomForest,0.1,0.3333,0.3034,0.0,1.0,0.1114
high_ambiguity,500,42,RandomForest,0.15,0.3333,0.3034,0.0,1.0,0.1114
high_ambiguity,500,42,RandomForest,0.2,0.3333,0.3034,0.0,1.0,0.1114
high_ambiguity,500,42,RandomForest,0.25,0.3333,0.3034,0.0,1.0,0.1114
high_ambiguity,500,42,RandomForest,0.3,0.3333,0.3034,0.0,1.0,0.1114
high_ambiguity,500,42,XGBoost,0.05,0.2009,0.1636,0.0,1.0,0.0442
high_ambiguity,500,42,XGBoost,0.1,0.2009,0.1636,0.0,1.0,0.0442
high_ambiguity,500,42,XGBoost,0.15,0.2009,0.1636,0.0,1.0,0.0442
high_ambiguity,500,42,XGBoost,0.2,0.2009,0.1636,0.0,1.0,0.0442
high_ambiguity,500,42,XGBoost,0.25,0.2009,0.1636,0.0,1.0,0.0442
high_ambiguity,500,42,XGBoost,0.3,0.2009,0.1636,0.0,1.0,0.0442
high_ambiguity,500,123,LogisticRegression,0.05,0.9841,1.0,0.34,0.564,0.0046
high_ambiguity,500,123,LogisticRegression,0.1,0.9841,1.0,0.65,0.564,0.0046
high_ambiguity,500,123,LogisticRegression,0.15,0.9841,1.0,0.82,0.564,0.0046
high_ambiguity,500,123,LogisticRegression,0.2,0.9841,1.0,0.92,0.564,0.0046
high_ambiguity,500,123,LogisticRegression,0.25,0.9841,1.0,0.97,0.564,0.0046
high_ambiguity,500,123,LogisticRegression,0.3,0.9841,1.0,0.98,0.564,0.0046
high_ambiguity,500,123,RandomForest,0.05,0.0279,0.0222,0.01,1.0,0.1154
high_ambiguity,500,123,RandomForest,0.1,0.0279,0.0222,0.01,1.0,0.1154
high_ambiguity,500,123,RandomForest,0.15,0.0279,0.0222,0.01,1.0,0.1154
high_ambiguity,500,123,RandomForest,0.2,0.0279,0.0222,0.01,1.0,0.1154
high_ambiguity,500,123,RandomForest,0.25,0.0279,0.0222,0.01,1.0,0.1154
high_ambiguity,500,123,RandomForest,0.3,0.0279,0.0222,0.01,1.0,0.1154
high_ambiguity,500,123,XGBoost,0.05,0.0661,0.0545,0.0,0.9998,0.0782
high_ambiguity,500,123,XGBoost,0.1,0.0661,0.0545,0.0,0.9998,0.0782
high_ambiguity,500,123,XGBoost,0.15,0.0661,0.0545,0.0,0.9998,0.0782
high_ambiguity,500,123,XGBoost,0.2,0.0661,0.0545,0.0,0.9998,0.0782
high_ambiguity,500,123,XGBoost,0.25,0.0661,0.0545,0.0,0.9998,0.0782
high_ambiguity,500,123,XGBoost,0.3,0.0661,0.0545,0.0,0.9998,0.0782
high_ambiguity,500,456,LogisticRegression,0.05,0.9686,1.0,0.42,0.6256,0.0037
high_ambiguity,500,456,LogisticRegression,0.1,0.9686,1.0,0.65,0.6256,0.0037
high_ambiguity,500,456,LogisticRegression,0.15,0.9686,1.0,0.8,0.6256,0.0037
high_ambiguity,500,456,LogisticRegression,0.2,0.9686,1.0,0.9,0.6256,0.0037
high_ambiguity,500,456,LogisticRegression,0.25,0.9686,1.0,0.93,0.6256,0.0037
high_ambiguity,500,456,LogisticRegression,0.3,0.9686,1.0,0.99,0.6256,0.0037
high_ambiguity,500,456,RandomForest,0.05,0.3301,0.3005,0.0,1.0,0.1057
high_ambiguity,500,456,RandomForest,0.1,0.3301,0.3005,0.0,1.0,0.1057
high_ambiguity,500,456,RandomForest,0.15,0.3301,0.3005,0.0,1.0,0.1057
high_ambiguity,500,456,RandomForest,0.2,0.3301,0.3005,0.0,1.0,0.1057
high_ambiguity,500,456,RandomForest,0.25,0.3301,0.3005,0.0,1.0,0.1057
high_ambiguity,500,456,RandomForest,0.3,0.3301,0.3005,0.0,1.0,0.1057
high_ambiguity,500,456,XGBoost,0.05,0.1884,0.1527,0.0,1.0,0.0522
high_ambiguity,500,456,XGBoost,0.1,0.1884,0.1527,0.0,1.0,0.0522
high_ambiguity,500,456,XGBoost,0.15,0.1884,0.1527,0.0,1.0,0.0522
high_ambiguity,500,456,XGBoost,0.2,0.1884,0.1527,0.0,1.0,0.0522
high_ambiguity,500,456,XGBoost,0.25,0.1884,0.1527,0.0,1.0,0.0522
high_ambiguity,500,456,XGBoost,0.3,0.1884,0.1527,0.0,1.0,0.0522
high_ambiguity,500,789,LogisticRegression,0.05,0.983,1.0,0.35,0.5248,0.0018
high_ambiguity,500,789,LogisticRegression,0.1,0.983,1.0,0.64,0.5248,0.0018
high_ambiguity,500,789,LogisticRegression,0.15,0.983,1.0,0.82,0.5248,0.0018
high_ambiguity,500,789,LogisticRegression,0.2,0.983,1.0,0.88,0.5248,0.0018
high_ambiguity,500,789,LogisticRegression,0.25,0.983,1.0,0.94,0.5248,0.0018
high_ambiguity,500,789,LogisticRegression,0.3,0.983,1.0,1.0,0.5248,0.0018
high_ambiguity,500,789,RandomForest,0.05,0.03,0.0237,0.0,1.0,0.0961
high_ambiguity,500,789,RandomForest,0.1,0.03,0.0237,0.0,1.0,0.0961
high_ambiguity,500,789,RandomForest,0.15,0.03,0.0237,0.0,1.0,0.0961
high_ambiguity,500,789,RandomForest,0.2,0.03,0.0237,0.0,1.0,0.0961
high_ambiguity,500,789,RandomForest,0.25,0.03,0.0237,0.0,1.0,0.0961
high_ambiguity,500,789,RandomForest,0.3,0.03,0.0237,0.0,1.0,0.0961
high_ambiguity,500,789,XGBoost,0.05,0.195,0.1585,0.0,1.0,0.0268
high_ambiguity,500,789,XGBoost,0.1,0.195,0.1585,0.0,1.0,0.0268
high_ambiguity,500,789,XGBoost,0.15,0.195,0.1585,0.0,1.0,0.0268
high_ambiguity,500,789,XGBoost,0.2,0.195,0.1585,0.0,1.0,0.0268
high_ambiguity,500,789,XGBoost,0.25,0.195,0.1585,0.0,1.0,0.0268
high_ambiguity,500,789,XGBoost,0.3,0.195,0.1585,0.0,1.0,0.0268
high_ambiguity,500,1024,LogisticRegression,0.05,0.9568,1.0,0.45,0.6696,0.0015
high_ambiguity,500,1024,LogisticRegression,0.1,0.9568,1.0,0.73,0.6696,0.0015
high_ambiguity,500,1024,LogisticRegression,0.15,0.9568,1.0,0.88,0.6696,0.0015
high_ambiguity,500,1024,LogisticRegression,0.2,0.9568,1.0,0.95,0.6696,0.0015
high_ambiguity,500,1024,LogisticRegression,0.25,0.9568,1.0,0.99,0.6696,0.0015
high_ambiguity,500,1024,LogisticRegression,0.3,0.9568,1.0,1.0,0.6696,0.0015
high_ambiguity,500,1024,RandomForest,0.05,0.0197,0.0151,0.0,1.0,0.1068
high_ambiguity,500,1024,RandomForest,0.1,0.0197,0.0151,0.0,1.0,0.1068
high_ambiguity,500,1024,RandomForest,0.15,0.0197,0.0151,0.0,1.0,0.1068
high_ambiguity,500,1024,RandomForest,0.2,0.0197,0.0151,0.0,1.0,0.1068
high_ambiguity,500,1024,RandomForest,0.25,0.0197,0.0151,0.0,1.0,0.1068
high_ambiguity,500,1024,RandomForest,0.3,0.0197,0.0151,0.0,1.0,0.1068
high_ambiguity,500,1024,XGBoost,0.05,0.1942,0.1577,0.0,1.0,0.02
high_ambiguity,500,1024,XGBoost,0.1,0.1942,0.1577,0.0,1.0,0.02
high_ambiguity,500,1024,XGBoost,0.15,0.1942,0.1577,0.0,1.0,0.02
high_ambiguity,500,1024,XGBoost,0.2,0.1942,0.1577,0.0,1.0,0.02
high_ambiguity,500,1024,XGBoost,0.25,0.1942,0.1577,0.0,1.0,0.02
high_ambiguity,500,1024,XGBoost,0.3,0.1942,0.1577,0.0,1.0,0.02
high_ambiguity,1000,42,LogisticRegression,0.05,0.9717,1.0,0.33,0.5739,0.0121
high_ambiguity,1000,42,LogisticRegression,0.1,0.9717,1.0,0.575,0.5739,0.0121
high_ambiguity,1000,42,LogisticRegression,0.15,0.9717,1.0,0.755,0.5739,0.0121
high_ambiguity,1000,42,LogisticRegression,0.2,0.9717,1.0,0.89,0.5739,0.0121
high_ambiguity,1000,42,LogisticRegression,0.25,0.9717,1.0,0.955,0.5739,0.0121
high_ambiguity,1000,42,LogisticRegression,0.3,0.9717,1.0,0.985,0.5739,0.0121
